timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1657207009978,7234,UC_03,200,"Number of samples in transaction : 13, number of failing samples : 0",UC_03 3-38,,true,,12920,9253,57,75,null,328,0,1
1657207020192,33,/cgi-bin/welcome.pl?signOff=1,200,OK,UC_02 2-4,text,true,,1025,1019,15,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,31,0,0
1657207020231,72,/cgi-bin/nav.pl?in=home,200,OK,UC_02 2-4,text,true,,1749,799,15,75,http://localhost:1080/cgi-bin/nav.pl?in=home,70,0,0
1657207020327,23,/WebTours/home.html,304,Not Modified,UC_02 2-4,,true,,193,306,15,75,http://localhost:1080/WebTours/home.html,0,0,0
1657207016805,3545,Logout,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_02 2-4,,true,,2967,2124,15,75,null,101,0,0
1657207005703,14647,UC_02,200,"Number of samples in transaction : 19, number of failing samples : 0",UC_02 2-4,,true,,22765,13649,15,75,null,600,0,1
1657207020711,30,/cgi-bin/login.pl,200,OK,UC_03 3-37,text,true,,925,1063,57,75,http://localhost:1080/cgi-bin/login.pl,29,0,0
1657207020854,33,/cgi-bin/nav.pl?page=menu&in=home,200,OK,UC_03 3-37,text,true,,1749,981,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home&page=menu,32,0,0
1657207020917,48,/cgi-bin/login.pl?intro=true,200,OK,UC_03 3-37,text,true,,1165,976,57,75,http://localhost:1080/cgi-bin/login.pl?intro=true,46,0,0
1657207016985,3980,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_03 3-37,,true,,3839,3020,57,75,null,107,0,0
1657207023658,1,/Webtours/,200,OK,UC_03 3-36,text,true,,664,798,57,75,http://localhost:1080/Webtours/,1,0,0
1657207023669,34,/cgi-bin/welcome.pl?signOff=true,200,OK,UC_03 3-36,text,true,,1025,804,57,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,33,0,0
1657207023712,1,/Webtours/,200,OK,UC_01 1-2,text,true,,664,798,3,75,http://localhost:1080/Webtours/,1,0,0
1657207023713,32,/cgi-bin/welcome.pl?signOff=true,200,OK,UC_01 1-2,text,true,,1025,804,3,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,30,0,0
1657207023704,78,/cgi-bin/nav.pl?in=home,200,OK,UC_03 3-36,text,true,,1753,845,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home,77,0,0
1657207023745,82,/cgi-bin/nav.pl?in=home,200,OK,UC_01 1-2,text,true,,1753,845,3,75,http://localhost:1080/cgi-bin/nav.pl?in=home,80,0,0
1657207023783,47,/WebTours/home.html,200,OK,UC_03 3-36,text,true,,1659,841,57,75,http://localhost:1080/WebTours/home.html,47,0,0
1657207023830,1,/Webtours/header.html,200,OK,UC_03 3-36,text,true,,1007,821,57,75,http://localhost:1080/Webtours/header.html,1,0,0
1657207023657,174,Start_Page,200,"Number of samples in transaction : 5, number of failing samples : 0",UC_03 3-36,,true,,6108,4109,57,75,null,159,0,0
1657207023830,45,/WebTours/home.html,200,OK,UC_01 1-2,text,true,,1659,841,3,75,http://localhost:1080/WebTours/home.html,45,0,0
1657207023875,1,/Webtours/header.html,200,OK,UC_01 1-2,text,true,,1007,821,3,75,http://localhost:1080/Webtours/header.html,1,0,0
1657207023711,165,Start_Page,200,"Number of samples in transaction : 5, number of failing samples : 0",UC_01 1-2,,true,,6108,4109,3,75,null,157,0,0
1657207024474,31,/cgi-bin/welcome.pl?signOff=1,200,OK,UC_03 3-37,text,true,,1025,1018,57,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,29,0,0
1657207024516,66,/cgi-bin/nav.pl?in=home,200,OK,UC_03 3-37,text,true,,1755,799,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home,64,0,0
1657207024601,28,/WebTours/home.html,304,Not Modified,UC_03 3-37,,true,,193,306,57,75,http://localhost:1080/WebTours/home.html,0,0,0
1657207020965,3664,Logout,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_03 3-37,,true,,2973,2123,57,75,null,93,0,0
1657207016816,7813,UC_03,200,"Number of samples in transaction : 13, number of failing samples : 0",UC_03 3-37,,true,,12922,9252,57,75,null,351,0,1
1657207026703,2,/Webtours/,200,OK,UC_02 2-3,text,true,,664,798,15,75,http://localhost:1080/Webtours/,2,0,1
1657207026712,33,/cgi-bin/welcome.pl?signOff=true,200,OK,UC_02 2-3,text,true,,1025,804,15,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,32,0,0
1657207026745,77,/cgi-bin/nav.pl?in=home,200,OK,UC_02 2-3,text,true,,1750,845,15,75,http://localhost:1080/cgi-bin/nav.pl?in=home,76,0,0
1657207026836,33,/WebTours/home.html,200,OK,UC_02 2-3,text,true,,1659,841,15,75,http://localhost:1080/WebTours/home.html,33,0,0
1657207026870,0,/Webtours/header.html,200,OK,UC_02 2-3,text,true,,1007,821,15,75,http://localhost:1080/Webtours/header.html,0,0,0
1657207026703,168,Start_Page,200,"Number of samples in transaction : 5, number of failing samples : 0",UC_02 2-3,,true,,6105,4109,15,75,null,143,0,1
1657207027614,31,/cgi-bin/login.pl,200,OK,UC_03 3-36,text,true,,925,1061,57,75,http://localhost:1080/cgi-bin/login.pl,30,0,0
1657207027684,31,/cgi-bin/login.pl,200,OK,UC_01 1-2,text,true,,926,1062,3,75,http://localhost:1080/cgi-bin/login.pl,30,0,0
1657207027656,64,/cgi-bin/nav.pl?page=menu&in=home,200,OK,UC_03 3-36,text,true,,1749,981,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home&page=menu,62,0,0
1657207027721,70,/cgi-bin/nav.pl?page=menu&in=home,200,OK,UC_01 1-2,text,true,,1749,982,3,75,http://localhost:1080/cgi-bin/nav.pl?in=home&page=menu,69,0,0
1657207027742,54,/cgi-bin/login.pl?intro=true,200,OK,UC_03 3-36,text,true,,1165,976,57,75,http://localhost:1080/cgi-bin/login.pl?intro=true,53,0,0
1657207023831,3965,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_03 3-36,,true,,3839,3018,57,75,null,145,0,0
1657207027795,73,/cgi-bin/login.pl?intro=true,200,OK,UC_01 1-2,text,true,,1165,977,3,75,http://localhost:1080/cgi-bin/login.pl?intro=true,71,0,0
1657207023876,3992,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_01 1-2,,true,,3840,3021,3,75,null,170,0,0
1657207030498,1,/Webtours/,200,OK,UC_03 3-35,text,true,,664,798,57,75,http://localhost:1080/Webtours/,1,0,0
1657207030511,34,/cgi-bin/welcome.pl?signOff=true,200,OK,UC_03 3-35,text,true,,1025,804,57,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,32,0,0
1657207030545,77,/cgi-bin/nav.pl?in=home,200,OK,UC_03 3-35,text,true,,1756,845,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home,75,0,0
1657207030643,26,/WebTours/home.html,200,OK,UC_03 3-35,text,true,,1659,841,57,75,http://localhost:1080/WebTours/home.html,26,0,0
1657207030670,0,/Webtours/header.html,200,OK,UC_03 3-35,text,true,,1007,821,57,75,http://localhost:1080/Webtours/header.html,0,0,0
1657207030498,172,Start_Page,200,"Number of samples in transaction : 5, number of failing samples : 0",UC_03 3-35,,true,,6111,4109,57,75,null,134,0,0
1657207030651,32,/cgi-bin/login.pl,200,OK,UC_02 2-3,text,true,,925,1059,15,75,http://localhost:1080/cgi-bin/login.pl,31,0,0
1657207030746,30,/cgi-bin/nav.pl?page=menu&in=home,200,OK,UC_02 2-3,text,true,,1749,981,15,75,http://localhost:1080/cgi-bin/nav.pl?in=home&page=menu,29,0,0
1657207030795,59,/cgi-bin/login.pl?intro=true,200,OK,UC_02 2-3,text,true,,1165,976,15,75,http://localhost:1080/cgi-bin/login.pl?intro=true,58,0,0
1657207026871,3983,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_02 2-3,,true,,3839,3016,15,75,null,118,0,0
1657207031257,28,/cgi-bin/welcome.pl?page=search,200,OK,UC_01 1-2,text,true,,843,1016,3,75,http://localhost:1080/cgi-bin/welcome.pl?page=search,27,0,0
1657207031296,65,/cgi-bin/nav.pl?page=menu&in=flights,200,OK,UC_01 1-2,text,true,,1749,999,3,75,http://localhost:1080/cgi-bin/nav.pl?in=flights&page=menu,64,0,0
1657207031364,81,/cgi-bin/reservations.pl?page=welcome,200,OK,UC_01 1-2,text,true,,4520,1000,3,75,http://localhost:1080/cgi-bin/reservations.pl?page=welcome,80,0,0
1657207027868,3578,Flights,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_01 1-2,,true,,7112,3015,3,75,null,171,0,0
1657207031659,28,/cgi-bin/welcome.pl?signOff=1,200,OK,UC_03 3-36,text,true,,1025,1018,57,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,27,0,0
1657207031695,69,/cgi-bin/nav.pl?in=home,200,OK,UC_03 3-36,text,true,,1757,799,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home,68,0,0
1657207031785,26,/WebTours/home.html,304,Not Modified,UC_03 3-36,,true,,193,306,57,75,http://localhost:1080/WebTours/home.html,0,0,0
1657207027796,4015,Logout,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_03 3-36,,true,,2975,2123,57,75,null,95,0,0
1657207023657,8154,UC_03,200,"Number of samples in transaction : 13, number of failing samples : 0",UC_03 3-36,,true,,12922,9250,57,75,null,399,0,0
1657207034032,29,/cgi-bin/login.pl,200,OK,UC_03 3-35,text,true,,925,1064,57,75,http://localhost:1080/cgi-bin/login.pl,28,0,0
1657207034039,26,/cgi-bin/welcome.pl?page=search,200,OK,UC_02 2-3,text,true,,843,1015,15,75,http://localhost:1080/cgi-bin/welcome.pl?page=search,25,0,0
1657207034075,68,/cgi-bin/nav.pl?page=menu&in=flights,200,OK,UC_02 2-3,text,true,,1749,998,15,75,http://localhost:1080/cgi-bin/nav.pl?in=flights&page=menu,67,0,0
1657207034143,28,/cgi-bin/nav.pl?page=menu&in=home,200,OK,UC_03 3-35,text,true,,1749,981,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home&page=menu,27,0,0
1657207034149,79,/cgi-bin/reservations.pl?page=welcome,200,OK,UC_02 2-3,text,true,,4520,999,15,75,http://localhost:1080/cgi-bin/reservations.pl?page=welcome,77,0,0
1657207030854,3374,Flights,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_02 2-3,,true,,7112,3012,15,75,null,169,0,0
1657207034201,45,/cgi-bin/login.pl?intro=true,200,OK,UC_03 3-35,text,true,,1165,976,57,75,http://localhost:1080/cgi-bin/login.pl?intro=true,44,0,0
1657207030670,3576,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_03 3-35,,true,,3839,3021,57,75,null,99,0,0
1657207034905,34,/cgi-bin/reservations.pl,200,OK,UC_01 1-2,text,true,,2746,1385,3,75,http://localhost:1080/cgi-bin/reservations.pl,33,0,0
1657207031446,3494,Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",UC_01 1-2,,true,,2746,1385,3,75,null,33,0,0
1657207037341,2,/Webtours/,200,OK,UC_03 3-34,text,true,,664,798,57,75,http://localhost:1080/Webtours/,2,0,1
1657207037350,29,/cgi-bin/welcome.pl?signOff=true,200,OK,UC_03 3-34,text,true,,1025,804,57,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,28,0,0
1657207037379,78,/cgi-bin/nav.pl?in=home,200,OK,UC_03 3-34,text,true,,1757,845,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home,77,0,0
1657207037461,44,/WebTours/home.html,200,OK,UC_03 3-34,text,true,,1659,841,57,75,http://localhost:1080/WebTours/home.html,44,0,0
1657207037505,1,/Webtours/header.html,200,OK,UC_03 3-34,text,true,,1007,821,57,75,http://localhost:1080/Webtours/header.html,1,0,0
1657207037341,165,Start_Page,200,"Number of samples in transaction : 5, number of failing samples : 0",UC_03 3-34,,true,,6112,4109,57,75,null,152,0,1
1657207037564,35,/cgi-bin/reservations.pl,200,OK,UC_02 2-3,text,true,,2732,1377,15,75,http://localhost:1080/cgi-bin/reservations.pl,34,0,0
1657207034228,3371,Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",UC_02 2-3,,true,,2732,1377,15,75,null,34,0,0
1657207038077,29,/cgi-bin/welcome.pl?signOff=1,200,OK,UC_03 3-35,text,true,,1025,1018,57,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,28,0,0
1657207038112,72,/cgi-bin/nav.pl?in=home,200,OK,UC_03 3-35,text,true,,1751,799,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home,69,0,0
1657207038184,47,/WebTours/home.html,304,Not Modified,UC_03 3-35,,true,,193,306,57,75,http://localhost:1080/WebTours/home.html,0,0,0
1657207034246,3985,Logout,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_03 3-35,,true,,2969,2123,57,75,null,97,0,0
1657207030498,7733,UC_03,200,"Number of samples in transaction : 13, number of failing samples : 0",UC_03 3-35,,true,,12919,9253,57,75,null,330,0,0
1657207038699,37,/cgi-bin/reservations.pl,200,OK,UC_01 1-2,text,true,,3112,1312,3,75,http://localhost:1080/cgi-bin/reservations.pl,35,0,0
1657207034940,3796,Payment,200,"Number of samples in transaction : 1, number of failing samples : 0",UC_01 1-2,,true,,3112,1312,3,75,null,35,0,0
1657207039711,1,/Webtours/,200,OK,UC_02 2-15,text,true,,664,798,15,75,http://localhost:1080/Webtours/,1,0,1
1657207039721,29,/cgi-bin/welcome.pl?signOff=true,200,OK,UC_02 2-15,text,true,,1025,804,15,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,28,0,0
1657207039750,76,/cgi-bin/nav.pl?in=home,200,OK,UC_02 2-15,text,true,,1757,845,15,75,http://localhost:1080/cgi-bin/nav.pl?in=home,74,0,0
1657207039849,23,/WebTours/home.html,200,OK,UC_02 2-15,text,true,,1659,841,15,75,http://localhost:1080/WebTours/home.html,23,0,0
1657207039873,0,/Webtours/header.html,200,OK,UC_02 2-15,text,true,,1007,821,15,75,http://localhost:1080/Webtours/header.html,0,0,0
1657207039711,162,Start_Page,200,"Number of samples in transaction : 5, number of failing samples : 0",UC_02 2-15,,true,,6112,4109,15,75,null,126,0,1
1657207041181,29,/cgi-bin/login.pl,200,OK,UC_03 3-34,text,true,,925,1065,57,75,http://localhost:1080/cgi-bin/login.pl,28,0,0
1657207041269,29,/cgi-bin/nav.pl?page=menu&in=home,200,OK,UC_03 3-34,text,true,,1749,981,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home&page=menu,28,0,0
1657207041319,59,/cgi-bin/login.pl?intro=true,200,OK,UC_03 3-34,text,true,,1165,976,57,75,http://localhost:1080/cgi-bin/login.pl?intro=true,58,0,0
1657207037506,3873,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_03 3-34,,true,,3839,3022,57,75,null,114,0,0
1657207041546,28,/cgi-bin/welcome.pl?signOff=1,200,OK,UC_02 2-3,text,true,,1025,1018,15,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,27,0,0
1657207041580,69,/cgi-bin/nav.pl?in=home,200,OK,UC_02 2-3,text,true,,1753,799,15,75,http://localhost:1080/cgi-bin/nav.pl?in=home,68,0,0
1657207041671,25,/WebTours/home.html,304,Not Modified,UC_02 2-3,,true,,193,306,15,75,http://localhost:1080/WebTours/home.html,0,0,0
1657207037599,4097,Logout,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_02 2-3,,true,,2971,2123,15,75,null,95,0,0
1657207026703,14993,UC_02,200,"Number of samples in transaction : 19, number of failing samples : 0",UC_02 2-3,,true,,22759,13637,15,75,null,559,0,1
1657207042207,47,/cgi-bin/reservations.pl,200,OK,UC_01 1-2,text,true,,2993,1519,3,75,http://localhost:1080/cgi-bin/reservations.pl,45,0,0
1657207038736,3518,Buy,200,"Number of samples in transaction : 1, number of failing samples : 0",UC_01 1-2,,true,,2993,1519,3,75,null,45,0,0
1657207043008,31,/cgi-bin/login.pl,200,OK,UC_02 2-15,text,true,,925,1066,15,75,http://localhost:1080/cgi-bin/login.pl,30,0,0
1657207043112,31,/cgi-bin/nav.pl?page=menu&in=home,200,OK,UC_02 2-15,text,true,,1749,981,15,75,http://localhost:1080/cgi-bin/nav.pl?in=home&page=menu,29,0,0
1657207043171,50,/cgi-bin/login.pl?intro=true,200,OK,UC_02 2-15,text,true,,1165,976,15,75,http://localhost:1080/cgi-bin/login.pl?intro=true,48,0,0
1657207039873,3348,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_02 2-15,,true,,3839,3023,15,75,null,107,0,0
1657207044183,1,/Webtours/,200,OK,UC_03 3-33,text,true,,664,798,57,75,http://localhost:1080/Webtours/,1,0,1
1657207044194,31,/cgi-bin/welcome.pl?signOff=true,200,OK,UC_03 3-33,text,true,,1025,804,57,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,29,0,0
1657207044225,76,/cgi-bin/nav.pl?in=home,200,OK,UC_03 3-33,text,true,,1749,845,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home,75,0,0
1657207044321,28,/WebTours/home.html,200,OK,UC_03 3-33,text,true,,1659,841,57,75,http://localhost:1080/WebTours/home.html,28,0,0
1657207044349,1,/Webtours/header.html,200,OK,UC_03 3-33,text,true,,1007,821,57,75,http://localhost:1080/Webtours/header.html,1,0,0
1657207044183,167,Start_Page,200,"Number of samples in transaction : 5, number of failing samples : 0",UC_03 3-33,,true,,6104,4109,57,75,null,134,0,1
1657207045154,34,/cgi-bin/welcome.pl?signOff=1,200,OK,UC_03 3-34,text,true,,1025,1018,57,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,33,0,0
1657207045198,65,/cgi-bin/nav.pl?in=home,200,OK,UC_03 3-34,text,true,,1757,799,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home,64,0,0
1657207045289,22,/WebTours/home.html,304,Not Modified,UC_03 3-34,,true,,193,306,57,75,http://localhost:1080/WebTours/home.html,0,0,0
1657207041379,3932,Logout,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_03 3-34,,true,,2975,2123,57,75,null,97,0,0
1657207037341,7970,UC_03,200,"Number of samples in transaction : 13, number of failing samples : 0",UC_03 3-34,,true,,12926,9254,57,75,null,363,0,1
1657207046178,27,/cgi-bin/welcome.pl?page=itinerary,200,OK,UC_01 1-2,text,true,,818,1019,3,75,http://localhost:1080/cgi-bin/welcome.pl?page=itinerary,26,0,0
1657207046206,75,/cgi-bin/nav.pl?page=menu&in=itinerary,200,OK,UC_01 1-2,text,true,,1749,1001,3,75,http://localhost:1080/cgi-bin/nav.pl?in=itinerary&page=menu,74,0,0
1657207046301,59,/cgi-bin/itinerary.pl,200,OK,UC_01 1-2,text,true,,14594,984,3,75,http://localhost:1080/cgi-bin/itinerary.pl,57,0,0
1657207042254,4107,Itinerary,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_01 1-2,,true,,17161,3004,3,75,null,157,0,0
1657207047129,32,/cgi-bin/welcome.pl?page=search,200,OK,UC_02 2-15,text,true,,843,1015,15,75,http://localhost:1080/cgi-bin/welcome.pl?page=search,30,0,0
1657207047169,69,/cgi-bin/nav.pl?page=menu&in=flights,200,OK,UC_02 2-15,text,true,,1749,998,15,75,http://localhost:1080/cgi-bin/nav.pl?in=flights&page=menu,67,0,0
1657207047243,80,/cgi-bin/reservations.pl?page=welcome,200,OK,UC_02 2-15,text,true,,4520,999,15,75,http://localhost:1080/cgi-bin/reservations.pl?page=welcome,78,0,0
1657207043221,4102,Flights,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_02 2-15,,true,,7112,3012,15,75,null,175,0,0
1657207047659,30,/cgi-bin/login.pl,200,OK,UC_03 3-33,text,true,,925,1057,57,75,http://localhost:1080/cgi-bin/login.pl,29,0,0
1657207047705,1,/Webtours/,200,OK,UC_02 2-2,text,true,,664,798,15,75,http://localhost:1080/Webtours/,1,0,0
1657207047710,29,/cgi-bin/welcome.pl?signOff=true,200,OK,UC_02 2-2,text,true,,1025,804,15,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,28,0,0
1657207047785,29,/cgi-bin/nav.pl?page=menu&in=home,200,OK,UC_03 3-33,text,true,,1749,981,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home&page=menu,28,0,0
1657207047739,77,/cgi-bin/nav.pl?in=home,200,OK,UC_02 2-2,text,true,,1753,845,15,75,http://localhost:1080/cgi-bin/nav.pl?in=home,75,0,0
1657207047826,37,/WebTours/home.html,200,OK,UC_02 2-2,text,true,,1659,841,15,75,http://localhost:1080/WebTours/home.html,36,0,0
1657207047863,0,/Webtours/header.html,200,OK,UC_02 2-2,text,true,,1007,821,15,75,http://localhost:1080/Webtours/header.html,0,0,0
1657207047705,158,Start_Page,200,"Number of samples in transaction : 5, number of failing samples : 0",UC_02 2-2,,true,,6108,4109,15,75,null,140,0,0
1657207047831,59,/cgi-bin/login.pl?intro=true,200,OK,UC_03 3-33,text,true,,1165,976,57,75,http://localhost:1080/cgi-bin/login.pl?intro=true,58,0,0
1657207044350,3540,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_03 3-33,,true,,3839,3014,57,75,null,115,0,0
1657207049180,2,/Webtours/,200,OK,UC_03 3-57,text,true,,664,798,57,75,http://localhost:1080/Webtours/,1,0,1
1657207049184,28,/cgi-bin/welcome.pl?signOff=true,200,OK,UC_03 3-57,text,true,,1025,804,57,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,27,0,0
1657207049213,76,/cgi-bin/nav.pl?in=home,200,OK,UC_03 3-57,text,true,,1757,845,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home,75,0,0
1657207049313,22,/WebTours/home.html,200,OK,UC_03 3-57,text,true,,1659,841,57,75,http://localhost:1080/WebTours/home.html,22,0,0
1657207049336,0,/Webtours/header.html,200,OK,UC_03 3-57,text,true,,1007,821,57,75,http://localhost:1080/Webtours/header.html,0,0,0
1657207049180,156,Start_Page,200,"Number of samples in transaction : 5, number of failing samples : 0",UC_03 3-57,,true,,6112,4109,57,75,null,125,0,1
1657207050101,26,/cgi-bin/welcome.pl?page=itinerary,200,OK,UC_01 1-2,text,true,,818,1019,3,75,http://localhost:1080/cgi-bin/welcome.pl?page=itinerary,25,0,0
1657207050138,65,/cgi-bin/nav.pl?page=menu&in=itinerary,200,OK,UC_01 1-2,text,true,,1749,1001,3,75,http://localhost:1080/cgi-bin/nav.pl?in=itinerary&page=menu,64,0,0
1657207050218,64,/cgi-bin/itinerary.pl,200,OK,UC_01 1-2,text,true,,14594,984,3,75,http://localhost:1080/cgi-bin/itinerary.pl,62,0,0
1657207046361,3921,Itinerary,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_01 1-2,,true,,17161,3004,3,75,null,151,0,0
1657207050762,39,/cgi-bin/reservations.pl,200,OK,UC_02 2-15,text,true,,2738,1380,15,75,http://localhost:1080/cgi-bin/reservations.pl,37,0,0
1657207047323,3478,Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",UC_02 2-15,,true,,2738,1380,15,75,null,37,0,0
1657207050935,29,/cgi-bin/welcome.pl?signOff=1,200,OK,UC_03 3-33,text,true,,1025,1018,57,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,28,0,0
1657207051024,1,/Webtours/,200,OK,UC_03 3-32,text,true,,664,798,57,75,http://localhost:1080/Webtours/,1,0,1
1657207050971,69,/cgi-bin/nav.pl?in=home,200,OK,UC_03 3-33,text,true,,1751,799,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home,68,0,0
1657207051032,31,/cgi-bin/welcome.pl?signOff=true,200,OK,UC_03 3-32,text,true,,1025,804,57,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,29,0,0
1657207051046,41,/WebTours/home.html,304,Not Modified,UC_03 3-33,,true,,193,306,57,75,http://localhost:1080/WebTours/home.html,0,0,0
1657207047890,3197,Logout,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_03 3-33,,true,,2969,2123,57,75,null,96,0,0
1657207044183,6904,UC_03,200,"Number of samples in transaction : 13, number of failing samples : 0",UC_03 3-33,,true,,12912,9246,57,75,null,345,0,1
1657207051063,75,/cgi-bin/nav.pl?in=home,200,OK,UC_03 3-32,text,true,,1757,845,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home,73,0,0
1657207051158,27,/WebTours/home.html,200,OK,UC_03 3-32,text,true,,1659,841,57,75,http://localhost:1080/WebTours/home.html,27,0,0
1657207051185,1,/Webtours/header.html,200,OK,UC_03 3-32,text,true,,1007,821,57,75,http://localhost:1080/Webtours/header.html,1,0,0
1657207051024,162,Start_Page,200,"Number of samples in transaction : 5, number of failing samples : 0",UC_03 3-32,,true,,6112,4109,57,75,null,131,0,1
1657207051659,29,/cgi-bin/login.pl,200,OK,UC_02 2-2,text,true,,925,1062,15,75,http://localhost:1080/cgi-bin/login.pl,28,0,0
1657207051717,47,/cgi-bin/nav.pl?page=menu&in=home,200,OK,UC_02 2-2,text,true,,1749,981,15,75,http://localhost:1080/cgi-bin/nav.pl?in=home&page=menu,46,0,0
1657207051793,47,/cgi-bin/login.pl?intro=true,200,OK,UC_02 2-2,text,true,,1165,976,15,75,http://localhost:1080/cgi-bin/login.pl?intro=true,46,0,0
1657207047863,3977,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_02 2-2,,true,,3839,3019,15,75,null,120,0,0
1657207052645,29,/cgi-bin/login.pl,200,OK,UC_03 3-57,text,true,,925,1065,57,75,http://localhost:1080/cgi-bin/login.pl,28,0,0
1657207052783,34,/cgi-bin/nav.pl?page=menu&in=home,200,OK,UC_03 3-57,text,true,,1749,981,57,75,http://localhost:1080/cgi-bin/nav.pl?in=home&page=menu,33,0,0
1657207052841,52,/cgi-bin/login.pl?intro=true,200,OK,UC_03 3-57,text,true,,1165,976,57,75,http://localhost:1080/cgi-bin/login.pl?intro=true,51,0,0
1657207049336,3557,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_03 3-57,,true,,3839,3022,57,75,null,112,0,0
1657207053902,29,/cgi-bin/welcome.pl?signOff=1,200,OK,UC_01 1-2,text,true,,1025,1016,3,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,28,0,0
1657207053942,64,/cgi-bin/nav.pl?in=home,200,OK,UC_01 1-2,text,true,,1753,799,3,75,http://localhost:1080/cgi-bin/nav.pl?in=home,63,0,0
1657207054021,33,/WebTours/home.html,304,Not Modified,UC_01 1-2,,true,,193,306,3,75,http://localhost:1080/WebTours/home.html,0,0,0
1657207050282,3772,Logout,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_01 1-2,,true,,2971,2121,3,75,null,91,0,0
1657207023711,30343,UC_01,200,"Number of samples in transaction : 31, number of failing samples : 0",UC_01 1-2,,true,,63204,22490,3,75,null,1010,0,0
1657207054383,32,/cgi-bin/welcome.pl?signOff=1,200,OK,UC_02 2-15,text,true,,1025,1018,15,75,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,31,0,0
1657207054418,73,/cgi-bin/nav.pl?in=home,200,OK,UC_02 2-15,text,true,,1756,799,15,75,http://localhost:1080/cgi-bin/nav.pl?in=home,72,0,0
1657207054464,28,/cgi-bin/login.pl,200,OK,UC_03 3-32,text,true,,925,1065,57,75,http://localhost:1080/cgi-bin/login.pl,27,0,0
1657207054494,45,/WebTours/home.html,304,Not Modified,UC_02 2-15,,true,,193,306,15,75,http://localhost:1080/WebTours/home.html,0,0,0
1657207050801,3738,Logout,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_02 2-15,,true,,2974,2123,15,75,null,103,0,0
